case_id,phase,tier,workload,category,J,bank_id,method,N,U,scenario_seed,confirmation_seeds,candidate_bank_seed,starts,iterations,search_budget,max_workers,weight_policy
c037,4,SERIOUS_DEVELOPMENT,J3-TRAIN,CLEAN_STRUCTURAL_J3,3,495f857b2bb938dbb33a88a6acd72d6c5d0cfc2abc268c79d7b6d4115342cb94,argos_early_stop,1000,0.6,2676314693,"[1150682213, 568494695]",300037,512,1500,32,4,relative_to_equal
c038,4,SERIOUS_DEVELOPMENT,J3-INFER,CLEAN_STRUCTURAL_J3,3,a6013907d13db09bec00333a5790c75065aff23cacd601b64819646408b48068,v3_only,1000,0.6,3199385791,"[2608155209, 1617414135]",300038,512,1500,1,4,relative_to_equal
c038,4,SERIOUS_DEVELOPMENT,J3-INFER,CLEAN_STRUCTURAL_J3,3,a6013907d13db09bec00333a5790c75065aff23cacd601b64819646408b48068,v3_fixed_probing,1000,0.6,3199385791,"[2608155209, 1617414135]",300038,512,1500,32,4,relative_to_equal
c038,4,SERIOUS_DEVELOPMENT,J3-INFER,CLEAN_STRUCTURAL_J3,3,a6013907d13db09bec00333a5790c75065aff23cacd601b64819646408b48068,simulator_only_adaptive,1000,0.6,3199385791,"[2608155209, 1617414135]",300038,0,0,32,4,relative_to_equal
c038,4,SERIOUS_DEVELOPMENT,J3-INFER,CLEAN_STRUCTURAL_J3,3,a6013907d13db09bec00333a5790c75065aff23cacd601b64819646408b48068,argos_fixed_budget,1000,0.6,3199385791,"[2608155209, 1617414135]",300038,512,1500,32,4,relative_to_equal
c038,4,SERIOUS_DEVELOPMENT,J3-INFER,CLEAN_STRUCTURAL_J3,3,a6013907d13db09bec00333a5790c75065aff23cacd601b64819646408b48068,argos_early_stop,1000,0.6,3199385791,"[2608155209, 1617414135]",300038,512,1500,32,4,relative_to_equal
c039,4,SERIOUS_DEVELOPMENT,J5-TRAIN4-GPT2I,CLEAN_STRUCTURAL_J5,5,96b1b90f714b1769e4534ecb029e74833cebeb91697a1ffa0e05681003a65939,v3_only,1000,0.6,2320891691,"[1045689996, 3321420789]",300039,512,1500,1,4,relative_to_equal
c039,4,SERIOUS_DEVELOPMENT,J5-TRAIN4-GPT2I,CLEAN_STRUCTURAL_J5,5,96b1b90f714b1769e4534ecb029e74833cebeb91697a1ffa0e05681003a65939,v3_fixed_probing,1000,0.6,2320891691,"[1045689996, 3321420789]",300039,512,1500,32,4,relative_to_equal
c039,4,SERIOUS_DEVELOPMENT,J5-TRAIN4-GPT2I,CLEAN_STRUCTURAL_J5,5,96b1b90f714b1769e4534ecb029e74833cebeb91697a1ffa0e05681003a65939,simulator_only_adaptive,1000,0.6,2320891691,"[1045689996, 3321420789]",300039,0,0,32,4,relative_to_equal
c039,4,SERIOUS_DEVELOPMENT,J5-TRAIN4-GPT2I,CLEAN_STRUCTURAL_J5,5,96b1b90f714b1769e4534ecb029e74833cebeb91697a1ffa0e05681003a65939,argos_fixed_budget,1000,0.6,2320891691,"[1045689996, 3321420789]",300039,512,1500,32,4,relative_to_equal
c039,4,SERIOUS_DEVELOPMENT,J5-TRAIN4-GPT2I,CLEAN_STRUCTURAL_J5,5,96b1b90f714b1769e4534ecb029e74833cebeb91697a1ffa0e05681003a65939,argos_early_stop,1000,0.6,2320891691,"[1045689996, 3321420789]",300039,512,1500,32,4,relative_to_equal
c040,4,SERIOUS_DEVELOPMENT,J5-GPT2T-INFER4,CLEAN_STRUCTURAL_J5,5,287712d12e0a0cdcb85c687d4dae83234ef61af2a2262be8001455caf78a7a69,v3_only,1000,0.6,2481344422,"[665341577, 2680651571]",300040,512,1500,1,4,relative_to_equal
c040,4,SERIOUS_DEVELOPMENT,J5-GPT2T-INFER4,CLEAN_STRUCTURAL_J5,5,287712d12e0a0cdcb85c687d4dae83234ef61af2a2262be8001455caf78a7a69,v3_fixed_probing,1000,0.6,2481344422,"[665341577, 2680651571]",300040,512,1500,32,4,relative_to_equal
c040,4,SERIOUS_DEVELOPMENT,J5-GPT2T-INFER4,CLEAN_STRUCTURAL_J5,5,287712d12e0a0cdcb85c687d4dae83234ef61af2a2262be8001455caf78a7a69,simulator_only_adaptive,1000,0.6,2481344422,"[665341577, 2680651571]",300040,0,0,32,4,relative_to_equal
c040,4,SERIOUS_DEVELOPMENT,J5-GPT2T-INFER4,CLEAN_STRUCTURAL_J5,5,287712d12e0a0cdcb85c687d4dae83234ef61af2a2262be8001455caf78a7a69,argos_fixed_budget,1000,0.6,2481344422,"[665341577, 2680651571]",300040,512,1500,32,4,relative_to_equal
c040,4,SERIOUS_DEVELOPMENT,J5-GPT2T-INFER4,CLEAN_STRUCTURAL_J5,5,287712d12e0a0cdcb85c687d4dae83234ef61af2a2262be8001455caf78a7a69,argos_early_stop,1000,0.6,2481344422,"[665341577, 2680651571]",300040,512,1500,32,4,relative_to_equal
c041,4,SERIOUS_DEVELOPMENT,J6-RGL,CLEAN_STRUCTURAL_J6,6,8fd517a4fd797fe3ce4665c77a671c97972b290cc8143f9e1abd6acb7230a8ff,v3_only,1000,0.6,2599494236,"[1738068943, 1348666699]",300041,512,1500,1,4,relative_to_equal
c041,4,SERIOUS_DEVELOPMENT,J6-RGL,CLEAN_STRUCTURAL_J6,6,8fd517a4fd797fe3ce4665c77a671c97972b290cc8143f9e1abd6acb7230a8ff,v3_fixed_probing,1000,0.6,2599494236,"[1738068943, 1348666699]",300041,512,1500,32,4,relative_to_equal
c041,4,SERIOUS_DEVELOPMENT,J6-RGL,CLEAN_STRUCTURAL_J6,6,8fd517a4fd797fe3ce4665c77a671c97972b290cc8143f9e1abd6acb7230a8ff,simulator_only_adaptive,1000,0.6,2599494236,"[1738068943, 1348666699]",300041,0,0,32,4,relative_to_equal
c041,4,SERIOUS_DEVELOPMENT,J6-RGL,CLEAN_STRUCTURAL_J6,6,8fd517a4fd797fe3ce4665c77a671c97972b290cc8143f9e1abd6acb7230a8ff,argos_fixed_budget,1000,0.6,2599494236,"[1738068943, 1348666699]",300041,512,1500,32,4,relative_to_equal
c041,4,SERIOUS_DEVELOPMENT,J6-RGL,CLEAN_STRUCTURAL_J6,6,8fd517a4fd797fe3ce4665c77a671c97972b290cc8143f9e1abd6acb7230a8ff,argos_early_stop,1000,0.6,2599494236,"[1738068943, 1348666699]",300041,512,1500,32,4,relative_to_equal
c042,4,SERIOUS_DEVELOPMENT,J8-ALL,CLEAN_STRUCTURAL_J8,8,26788534cc001ba8648902fb973daada8219966bbc718652c949b3842d624e53,v3_only,1000,0.6,2775575669,"[105184020, 2793803676]",300042,512,1500,1,4,relative_to_equal
c042,4,SERIOUS_DEVELOPMENT,J8-ALL,CLEAN_STRUCTURAL_J8,8,26788534cc001ba8648902fb973daada8219966bbc718652c949b3842d624e53,v3_fixed_probing,1000,0.6,2775575669,"[105184020, 2793803676]",300042,512,1500,32,4,relative_to_equal
c042,4,SERIOUS_DEVELOPMENT,J8-ALL,CLEAN_STRUCTURAL_J8,8,26788534cc001ba8648902fb973daada8219966bbc718652c949b3842d624e53,simulator_only_adaptive,1000,0.6,2775575669,"[105184020, 2793803676]",300042,0,0,32,4,relative_to_equal
c042,4,SERIOUS_DEVELOPMENT,J8-ALL,CLEAN_STRUCTURAL_J8,8,26788534cc001ba8648902fb973daada8219966bbc718652c949b3842d624e53,argos_fixed_budget,1000,0.6,2775575669,"[105184020, 2793803676]",300042,512,1500,32,4,relative_to_equal
c042,4,SERIOUS_DEVELOPMENT,J8-ALL,CLEAN_STRUCTURAL_J8,8,26788534cc001ba8648902fb973daada8219966bbc718652c949b3842d624e53,argos_early_stop,1000,0.6,2775575669,"[105184020, 2793803676]",300042,512,1500,32,4,relative_to_equal
c043,5,SERIOUS_DEVELOPMENT,W1-train-qos4444,OPERATING_INTERPOLATION_LIKE,4,02fb6372629caad3735cafcb696698aee2297448820d82f6a6024927acc74724,v3_only,500,0.7,2204906402,"[2087567926, 2781028399]",300043,512,1500,1,4,fixed
c043,5,SERIOUS_DEVELOPMENT,W1-train-qos4444,OPERATING_INTERPOLATION_LIKE,4,02fb6372629caad3735cafcb696698aee2297448820d82f6a6024927acc74724,simulator_only_adaptive,500,0.7,2204906402,"[2087567926, 2781028399]",300043,0,0,32,4,fixed
c043,5,SERIOUS_DEVELOPMENT,W1-train-qos4444,OPERATING_INTERPOLATION_LIKE,4,02fb6372629caad3735cafcb696698aee2297448820d82f6a6024927acc74724,argos_fixed_budget,500,0.7,2204906402,"[2087567926, 2781028399]",300043,512,1500,32,4,fixed
c044,5,SERIOUS_DEVELOPMENT,W1-train-qos4444,OPERATING_EXTRAPOLATION_LIKE,4,e1f9f0dec7e17455e09b9299e0581223079e734869be19e195151650e1ebbee9,v3_only,1500,0.9,919179145,"[3376372278, 1795904786]",300044,512,1500,1,4,fixed
c044,5,SERIOUS_DEVELOPMENT,W1-train-qos4444,OPERATING_EXTRAPOLATION_LIKE,4,e1f9f0dec7e17455e09b9299e0581223079e734869be19e195151650e1ebbee9,simulator_only_adaptive,1500,0.9,919179145,"[3376372278, 1795904786]",300044,0,0,32,4,fixed
c044,5,SERIOUS_DEVELOPMENT,W1-train-qos4444,OPERATING_EXTRAPOLATION_LIKE,4,e1f9f0dec7e17455e09b9299e0581223079e734869be19e195151650e1ebbee9,argos_fixed_budget,1500,0.9,919179145,"[3376372278, 1795904786]",300044,512,1500,32,4,fixed
c045,5,SERIOUS_DEVELOPMENT,W2-short-qos5555,OPERATING_INTERPOLATION_LIKE,4,57a97958a3af3436114210abd4f875e38ab1382ad8351ce55f57badc9bbcad0e,v3_only,500,0.7,3494485554,"[433594012, 3683715625]",300045,512,1500,1,4,fixed
c045,5,SERIOUS_DEVELOPMENT,W2-short-qos5555,OPERATING_INTERPOLATION_LIKE,4,57a97958a3af3436114210abd4f875e38ab1382ad8351ce55f57badc9bbcad0e,simulator_only_adaptive,500,0.7,3494485554,"[433594012, 3683715625]",300045,0,0,32,4,fixed
c045,5,SERIOUS_DEVELOPMENT,W2-short-qos5555,OPERATING_INTERPOLATION_LIKE,4,57a97958a3af3436114210abd4f875e38ab1382ad8351ce55f57badc9bbcad0e,argos_fixed_budget,500,0.7,3494485554,"[433594012, 3683715625]",300045,512,1500,32,4,fixed
c046,5,SERIOUS_DEVELOPMENT,W2-short-qos5555,OPERATING_EXTRAPOLATION_LIKE,4,9ac3ccc8f0bb5c4910c70057c75dd29ab3821a0979ee6046e1649fe4ffa25eca,v3_only,1500,0.9,2349022060,"[3598653220, 3536957313]",300046,512,1500,1,4,fixed
c046,5,SERIOUS_DEVELOPMENT,W2-short-qos5555,OPERATING_EXTRAPOLATION_LIKE,4,9ac3ccc8f0bb5c4910c70057c75dd29ab3821a0979ee6046e1649fe4ffa25eca,simulator_only_adaptive,1500,0.9,2349022060,"[3598653220, 3536957313]",300046,0,0,32,4,fixed
c046,5,SERIOUS_DEVELOPMENT,W2-short-qos5555,OPERATING_EXTRAPOLATION_LIKE,4,9ac3ccc8f0bb5c4910c70057c75dd29ab3821a0979ee6046e1649fe4ffa25eca,argos_fixed_budget,1500,0.9,2349022060,"[3598653220, 3536957313]",300046,512,1500,32,4,fixed
